,authors,citation_count,article_count
10202,UMVF Consortium,0,1
11196,"den Braber, F",0,1
10201,"Türkeli, S",0,1
10200,"Tübergen, D",0,1
7951,"Probst-Hensch, N",0,1
7952,"Prochaska, E",0,1
10348,"Vasili, A",0,1
11194,"de la Varga, F",0,1
7956,"Prokop, G",0,1
7958,"Pronin, I",0,2
7932,"Pribík, V",0,1
11205,"ter Burg, W",0,2
7929,"Pressat Laffouilhère, T",0,2
11210,"van Boekel, A",0,1
7894,"Potluri, S",0,1
10219,"Ulrich, A",0,1
7895,"Pou, A",0,1
11212,"van Buchem, M",0,2
7899,"Poultourtzidis, I",0,1
10343,"Vartzopoulos, D",0,2
7901,"Pourabbas, E",0,2
7904,"Powell, L",0,3
7907,"Pozzetto, B",0,1
10215,"Ulas, S",0,1
7909,"Prados De Reyes, M",0,1
7910,"Prados, B",0,1
7912,"Prakash, G",0,1
7928,"Presedo, J",0,1
7914,"Pratumchai, N",0,1
7917,"Prebet, C",0,2
7919,"Precková, P",0,1
7921,"Preisig, M",0,1
11206,"van Ast, J",0,2
7922,"Premanandan, S",0,3
7923,"Premik, M",0,2
7924,"Prenassi, M",0,1
10212,"Uereten, E",0,1
7925,"Prenner, H",0,1
7926,"Prentza, A",0,1
7927,"Prenzas, N",0,1
7959,"Pronkin, M",0,1
10197,"Töpfer, P",0,1
10196,"Tãtaru, E",0,1
10177,"Tuyishime, I",0,2
10183,"Tynan, L",0,1
7999,"Purcarea, V",0,2
8000,"Purice, M",0,1
8001,"Purkart, M",0,1
8002,"Purkis, M",0,1
8005,"Purwadi, N",0,1
8006,"Puscoci, S",0,2
8007,"Puskaric, M",0,1
10179,"Tveit, A",0,1
11171,"de Hond, A",0,1
8010,"Puthankattil, S",0,2
8011,"Putra, Y",0,1
10176,"Tuulikki, V",0,1
10355,"Vasseur, M",0,1
10357,"Vassilakopoulou, P",0,2
10173,"Turzová, M",0,2
10172,"Turunen, P",0,1
8018,"Páll, A",0,1
8019,"Páscoa, R",0,1
8020,"Pålsson, P",0,1
8021,"Pérez Garriga, A",0,2
11169,"de Graaf, E",0,1
8022,"Pérez, D",0,1
11167,"de Fátima Marin, H",0,1
11164,"de Cock, M",0,1
10171,"Turunen, J",0,1
11176,"de Kroon, C",0,1
11177,"de Lame, P",0,1
10195,"Tzschätzsch, H",0,1
7975,"Prytz, H",0,1
10194,"Tzovaras, D",0,3
7961,"Prosperi, M",0,1
7962,"Protopapadakis, E",0,1
7964,"Provazník, I",0,1
10350,"Vasilyan, A",0,1
10193,"Tzonov, P",0,1
7967,"Prox, J",0,1
11188,"de Tribolet, N",0,1
7970,"Pruna, A",0,1
7971,"Pruna, S",0,2
10352,"Vassanyi, I",0,1
7974,"Pryss, R",0,3
7976,"Pryzsucha, M",0,2
7991,"Puladi, B",0,1
7978,"Prüss, M",0,1
7980,"Pschichholz, H",0,1
11186,"de Ruysscher, D",0,1
7982,"Psymarnou, M",0,1
7983,"Puchala, E",0,1
10189,"Tzelepi, S",0,1
11185,"de Rooij, S",0,1
10187,"Tytherleigh, C",0,1
11180,"de Masi, A",0,1
7989,"Pujadas, G",0,1
7990,"Pujara, M",0,1
10185,"Tysler, M",0,2
11078,"Ziegert, C",0,1
10459,"Vikhrova, N",0,1
10084,"Trinh, Q",0,1
9134,"Shima, K",0,1
9142,"Shine, A",0,1
10542,"Votis, K",0,2
9139,"Shimomura, Y",0,1
9138,"Shimoda, M",0,1
9137,"Shimizu, Y",0,2
9754,"Tai, N",0,1
9135,"Shimai, K",0,1
9133,"Shillabeer, A",0,1
9145,"Shinkov, A",0,1
10769,"Wilschko, A",0,1
10771,"Wilson, M",0,2
9131,"Shihab, H",0,1
9128,"Shibata, T",0,3
10774,"Winkelhake, L",0,1
9127,"Shi, Y",0,2
9756,"Tairyan, K",0,1
9753,"Tai, I",0,1
10767,"Willis, J",0,1
10507,"Vogel, C",0,1
9156,"Shojaeezadea, F",0,1
9164,"Shugay, S",0,1
9163,"Shugai, S",0,1
9161,"Shpigelman, L",0,2
9748,"Tagaris, A",0,1
9159,"Shoukourian, S",0,1
10544,"Voulgarakis, V",0,1
9157,"Shool, S",0,1
10543,"Voulgaraki, D",0,1
9146,"Shinneman, S",0,1
9155,"Shmueli, N",0,1
9153,"Shklovsky-Kordi, N",0,1
10765,"Williamson, R",0,1
9752,"Taher, S",0,1
9148,"Shishi, T",0,1
9147,"Shiratori, Y",0,3
10766,"Willinger, B",0,1
9126,"Sheykholeslami, M",0,1
9125,"Shevchenko, A",0,1
9120,"Sheridan, K",0,1
9096,"Shamtani, G",0,1
9103,"Sharifi, Y",0,1
9102,"Sharifi, S",0,1
9101,"Sharif, S",0,1
9771,"Taloyan, M",0,2
9099,"Shankararaman, V",0,1
9098,"Shankar, R",0,1
9097,"Shani, M",0,1
10791,"Wittkowski, K",0,1
10777,"Wintell, M",0,1
9093,"Shalom, E",0,2
9091,"Shaji, S",0,1
9775,"Tamminen, S",0,1
9090,"Shaik Gadda, A",0,1
9776,"Tan, A",0,1
9087,"Shahar, Y",0,2
9086,"Shaham, O",0,1
9105,"Sharma, D",0,1
9106,"Sharma, K",0,1
10789,"Witteman, C",0,1
10788,"Witte, H",0,1
10539,"Vorobieva, O",0,1
9119,"Sheridan, A",0,1
10538,"Vorobiev, A",0,1
9761,"Takai, K",0,1
10781,"Wirth, F",0,2
10782,"Wirtz, C",0,1
10783,"Wischnewsky, M",0,2
9766,"Talebpour, A",0,1
9768,"Talmatkadi, M",0,1
10536,"Voran, J",0,1
10787,"Witt, M",0,1
9113,"Sheikhalishahi, S",0,1
9770,"Talovics, M",0,1
9111,"Sheetham, E",0,1
10534,"Von Wagner, M",0,1
9165,"Shukurian, A",0,1
10759,"Willers, J",0,1
9747,"Tagaras, K",0,1
9217,"Simo, J",0,1
9726,"Séka, L",0,1
10555,"Vuorinen, A",0,1
9224,"Simon, Z",0,1
9223,"Simon, R",0,1
9222,"Simon, P",0,1
10553,"Vuletić, S",0,3
9728,"Sík-Lányi, C",0,1
10552,"Vuletic, S",0,1
9733,"Søndergaard, T",0,1
9216,"Simitipoulos, D",0,1
9215,"Simic, S",0,4
9214,"Simeone, D",0,1
9730,"Sögner, P",0,1
9212,"Sim, M",0,1
9211,"Silvent, A",0,1
9210,"Silveira, D",0,1
9229,"Simonetti, V",0,1
9231,"Simons, J",0,1
9723,"Sánchez-de-Madariaga, R",0,1
10742,"Wiesmüller, F",0,1
9252,"Siopis, N",0,2
9250,"Sintchenko, V",0,1
9249,"Sinnappan, C",0,1
9246,"Singh, T",0,1
9720,"Sánchez, J",0,1
9244,"Singh, G",0,1
9243,"Singh, D",0,1
9242,"Singh, A",0,2
9241,"Singh Dhillon, N",0,1
9240,"Singer, J",0,1
9239,"Sinescu, C",0,1
9721,"Sánchez-Cuesta, P",0,1
9235,"Sin, T",0,1
9722,"Sánchez-García, Á",0,1
9233,"Simón, M",0,2
9209,"Silveira, C",0,1
10747,"Wihlborg, J",0,1
9166,"Shults, M",0,1
9176,"Sidiropoulos, E",0,3
10755,"Wilkinson, M",0,1
10756,"Wilkowski, B",0,1
9741,"Tabareau, J",0,1
9182,"Siepi, G",0,1
9179,"Siebert, M",0,1
10757,"Wille, L",0,1
9177,"Siebel, J",0,1
10545,"Vrel, J",0,1
9204,"Silva, K",0,1
10758,"Willemsen, D",0,1
9743,"Tacconelli, E",0,1
9170,"Sicignano, G",0,1
9169,"Sibomana, E",0,2
9745,"Taddei, A",0,1
9168,"Siakopoulou, S",0,1
9746,"Tafazzoli, A",0,5
9185,"Sievering, J",0,1
9186,"Sigg, S",0,1
10754,"Wilk, S",0,1
9190,"Siira, E",0,1
10748,"Wiil, U",0,1
9202,"Silva, E",0,1
9201,"Silva, D",0,1
9200,"Silva, A",0,1
9735,"Sørensen, C",0,1
9197,"Silsand, L",0,4
9196,"Silberzahn, N",0,1
10749,"Wild, C",0,1
9194,"Siladlao, S",0,1
10547,"Vuadens-Lehmann, A",0,1
9738,TEDIS Study Group,0,1
9193,"Sikianakis, A",0,1
9739,TMF WG Medical Registries,0,1
9740,"Taal, B",0,2
9191,"Siirtola, P",0,1
9085,"Shah-Mohammadi, F",0,2
9084,"Shah, U",0,2
9083,"Shah, S",0,1
8976,"Seeger, I",0,1
9811,"Tatiyaworawattanakul, K",0,1
9812,"Taucher, C",0,1
10820,"Woo, J",0,1
8980,"Seerig, K",0,1
9815,"Tavazzi, L",0,1
9816,"Taveira-Gomes, T",0,1
8977,"Seeger, W",0,1
8973,"Sedlmayr, B",0,2
8964,"Scotto, A",0,2
10824,"Woolman, P",0,2
8971,"Sedki, K",0,8
9820,"Taylor, B",0,1
8968,"Secher, P",0,3
9821,"Taylor, L",0,1
8965,"Scowen, C",0,1
10826,"Workowski, A",0,1
10819,"Wongsapai, M",0,3
8985,"Segarra, C",0,1
8986,"Seger, M",0,1
10818,"Wongkongdech, A",0,1
9800,"Tarjányi, Z",0,1
8998,"Seitz, A",0,1
9801,"Tarkhov, A",0,1
9802,"Tarkkala, K",0,1
8996,"Seiler, E",0,1
8994,"Seidl, L",0,1
10814,"Wong, J",0,1
8992,"Segura, M",0,1
8991,"Segura, F",0,1
9805,"Tasca, C",0,1
8990,"Segura, C",0,1
10815,"Wong, L",0,1
9808,"Tasoulis, S",0,2
8989,"Segui, A",0,1
10817,"Wong, Z",0,2
10827,"Wosny, M",0,1
9823,"Tbahriti, I",0,1
9798,"Tariel-Laurent, S",0,1
8927,"Schwab, U",0,1
9837,"Teijeiro, T",0,1
10836,"Wu, H",0,1
8933,"Schwarz, L",0,1
9839,"Teixeira, A",0,1
8930,"Schwarz, A",0,1
9840,"Teixeira, J",0,2
8928,"Schwanke, J",0,1
9841,"Telman, M",0,1
10829,"Wozniak, M",0,1
10838,"Wu, L",0,1
8926,"Schwab, D",0,1
8924,"Schuster, R",0,1
8923,"Schuster, E",0,2
8922,"Schurink, K",0,1
10839,"Wu, S",0,1
8921,"Schuring, R",0,1
9836,"Teichgräber, U",0,1
10511,"Vogelsang, T",0,1
9833,"Tegegne, M",0,1
9832,"Teeuwisse, P",0,1
10830,"Wrba, T",0,1
8958,"Sciarreta, S",0,1
8957,"Schüttler, C",0,2
9825,"Tchokobou, B",0,1
8954,"Schück, S",0,1
8951,"Schöpe, L",0,1
8950,"Schöner, M",0,1
9828,"Teame, T",0,1
8949,"Schöneck, M",0,1
9830,"Teckert, Ö",0,1
8945,"Schäfer, D",0,1
8944,"Schäfer, C",0,1
8943,"Schwinn, J",0,1
8942,"Schwering, I",0,1
10833,"Wruck, M",0,1
9799,"Taright, N",0,1
9000,"Seka, L",0,1
9081,"Shah, N",0,1
9057,"Serrot, E",0,1
9064,"Sevenster, M",0,1
10802,"Wolf, M",0,1
9781,"Tancredi, W",0,1
9062,"Seth-Smith, H",0,1
10803,"Wolfe, C",0,1
9059,"Servajean, M",0,1
9058,"Serth, S",0,1
9055,"Serre, F",0,1
9046,"Sergienko, V",0,1
10804,"Wolfensberger, T",0,2
10805,"Wolff, A",0,3
9053,"Serrano, J",0,1
9052,"Serrano, C",0,1
9050,"Serna, A",0,1
9049,"Serio, A",0,1
9048,"Serhier, Z",0,1
10801,"Wolf, L",0,1
9066,"Severinsen, G",0,5
10525,"Volpi, M",0,1
10798,"Wolczowski, A",0,1
9080,"Shah, H",0,2
9079,"Shafiei, S",0,1
10529,"Von Groote, T",0,1
10528,"Von Gerich, H",0,1
10794,"Wlodarski, P",0,1
9074,"Sfreddo, E",0,1
10796,"Wodke, J",0,2
9072,"Sezer, O",0,1
9777,"Tan, M",0,1
9778,"Tanaka, A",0,1
9069,"Seyderhelm, F",0,1
10797,"Wohed, R",0,1
10527,"Von Bargen, T",0,1
10526,"Volteau, C",0,1
9780,"Tanaka, T",0,1
9047,"Sergl, M",0,1
10524,"Volot, F",0,1
10813,"Wong, E",0,1
9795,"Tapani, M",0,1
9790,"Tanjga, N",0,1
10522,"Volmerg, J",0,2
9791,"Tannier, X",0,2
9793,"Tao, J",0,1
9010,"Selvaraj, A",0,2
10810,"Wolters, T",0,3
9794,"Tao, Y",0,1
10520,"Vollenweider, P",0,1
9044,"Seregni, A",0,1
10812,"Wong, D",0,1
9006,"Selle, B",0,1
9005,"Selivanova, M",0,2
9004,"Selishchev, S",0,1
9002,"Seki, T",0,1
10519,"Volkert, P",0,1
9797,"Tarascó, M",0,1
9023,"Sengupta, S",0,1
9788,"Tanila, T",0,1
9025,"Senninger, N",0,1
9026,"Senol, U",0,1
9043,"Serebriyskiy, I",0,1
9042,"Serbu, L",0,1
9041,"Serbanati, L",0,2
9040,"Serban, M",0,1
10523,"Vologdin, V",0,1
10807,"Wolfien, M",0,3
9037,"Serajian, M",0,1
9785,"Tanhapour, M",0,1
10808,"Wolking, S",0,3
9031,"Seoane, J",0,1
9030,"Seo, Y",0,1
9786,"Tanigawa, K",0,1
9029,"Seo, D",0,1
9028,"Senthilkumar, L",0,1
9787,"Taniguchi, T",0,1
10740,"Wiesenbach, P",0,1
9718,"Szolgay, P",0,1
9256,"Siska, A",0,1
9629,"Sudlow, C",0,1
9482,"Stasiak, L",0,1
9480,"Starlander, M",0,1
9624,"Subramaniam, V",0,1
10650,"Weber, F",0,1
9626,"Sucholotiuc, M",0,2
9628,"Sudhir Pillai, P",0,1
9476,"Stapf, D",0,1
9630,"Sudo, K",0,1
10654,"Weber, R",0,2
9474,"Stanovská, Z",0,1
9473,"Stanley, K",0,1
9472,"Stankovski, V",0,1
9470,"Stanisavljević, D",0,1
9467,"Stang, K",0,1
9466,"Stang, A",0,3
10653,"Weber, P",0,4
9484,"Stathiakis, N",0,1
9485,"Stathopoulos, C",0,1
9487,"Staubitz, T",0,1
9488,"Staudigel, M",0,1
9503,"Steffens, M",0,1
10645,"Wawrzyniak, R",0,1
9502,"Steffen, D",0,2
10646,"Waydhas, C",0,1
9501,"Stefek, M",0,1
10647,"Wayua, C",0,1
9499,"Stefan, L",0,3
9498,"Steenbergh, P",0,1
9497,"Steenackers, J",0,1
9495,"Steele, R",0,1
9493,"Stecca, G",0,1
9492,"Stavropoulos, T",0,1
9491,"Stav, E",0,1
10598,"Walther, W",0,1
9490,"Stausholm, M",0,1
9464,"Stanciu, E",0,3
9462,"Stamm, T",0,1
10643,"Watzinger, C",0,1
10661,"Wegmann, U",0,1
9443,"Srinivasan, V",0,1
9441,"Spyrou, G",0,2
9439,"Spyridaki, A",0,1
9437,"Spruit, M",0,1
9436,"Springer, A",0,1
9643,"Sulman, C",0,1
10660,"Weggen, A",0,1
9645,"Sumunar, D",0,1
9461,"Stamkopoulos, E",0,1
9429,"Spinozzi, G",0,1
10664,"Wehr, J",0,1
9427,"Spil, T",0,1
9426,"Spiker, J",0,1
9424,"Spiga, R",0,2
9423,"Spiess-Holusa, R",0,1
9647,"Sun, F",0,1
9444,"Sriphuwong, C",0,1
10659,"Wedemeyer, L",0,1
10592,"Walsh, J",0,1
9446,"Sriruecha, C",0,1
9459,"Stamatiou, Y",0,1
9631,"Suebnukarn, S",0,3
9457,"Stalidis, G",0,1
9456,"Stahmann, A",0,1
9455,"Stahl, D",0,1
9633,"Sugimoto, K",0,2
9634,"Sugiyama, A",0,1
9451,"Stachowicz, M",0,1
10593,"Walshe, R",0,1
9449,"Stabenow, R",0,1
9637,"Sujayanont, P",0,1
10657,"Weber, Y",0,3
9639,"Sukums, F",0,1
10658,"Wechkunanukul, K",0,1
9640,"Sulaiman, W",0,1
10644,"Wawrzyniak, C",0,1
10642,"Watson, J",0,1
10667,"Weichel, F",0,1
9555,"Stockton-Powdrell, C",0,1
9563,"Stojkovic, I",0,1
10606,"Wang, J",0,1
9593,"Stroth, D",0,1
9558,"Stoicu Tivadar, V",0,1
9594,"Struckmann, S",0,1
9557,"Stoicescu, O",0,1
9556,"Stodt, J",0,1
9596,"Strunina, Y",0,1
10626,"Warnecke, Y",0,1
9552,"Stockholm, D",0,1
9550,"Stockem, C",0,1
9549,"Stockdale, C",0,1
9548,"Stock, S",0,1
9598,"Strübin, M",0,1
9546,"Stirparo, G",0,1
9545,"Stindel, E",0,1
9565,"Stoltz, J",0,1
9592,"Stroth, A",0,2
9568,"Storani, F",0,1
10621,"Warin, K",0,1
9579,"Strantz, C",0,1
9583,"Stravs, M",0,1
9585,"Strintzis, M",0,4
9576,"Strang, N",0,1
10609,"Wang, M",0,1
10615,"Wanne, O",0,1
10616,"Wannenmacher, M",0,1
10618,"Ward, M",0,1
9574,"Stracke, S",0,1
9588,"Strobbe, J",0,1
9589,"Stroetmann, K",0,2
9573,"Storz, P",0,1
9572,"Storp, J",0,1
9571,"Stork, W",0,3
10620,"Ware, J",0,1
10624,"Warnecke, J",0,3
9600,"Stubbs, A",0,1
9505,"Stegink, D",0,1
9518,"Stellander, M",0,1
9527,"Stephan, R",0,1
10633,"Wascat, C",0,1
9612,"Stålhane, T",0,1
9522,"Stengaard Sørensen, A",0,1
9520,"Stelmach, V",0,1
9519,"Stellmach, C",0,1
10636,"Wassmann, H",0,1
10637,"Wasson, B",0,1
9601,"Stucke, O",0,2
9516,"Steinsbekk, A",0,3
9514,"Steinke, D",0,1
9510,"Stein, L",0,1
9616,"Stølen, K",0,1
10600,"Walz, D",0,1
9618,"Su, E",0,1
9506,"Stegmaier, C",0,1
9530,"Stephens, G",0,2
9531,"Stephens, R",0,2
10602,"Wandji Tchami, O",0,2
9609,"Stylianides, C",0,2
9602,"Studer, T",0,1
9544,"Stih, A",0,1
9543,"Stieltjes, B",0,1
9542,"Stieben, A",0,1
10629,"Warren, M",0,1
9540,"Steyerberg, E",0,2
9603,"Stukaitė-Ruibienė, E",0,1
9604,"Stunt, A",0,1
9538,"Stewart, O",0,1
9536,"Steurer, J",0,1
9535,"Stergioulas, L",0,2
10631,"Wartena, F",0,1
10604,"Wang, B",0,1
9608,"Stut, W",0,1
10632,"Warth, L",0,1
9422,"Spies-Holusa, R",0,1
10668,"Weidner, J",0,1
9257,"Sittig, D",0,1
9309,"Smits, M",0,1
9696,"Swinkels, A",0,2
10567,"Wada, S",0,2
9318,"Snoeijen, M",0,1
9316,"Smutny, Z",0,1
9314,"Smuc, T",0,1
9312,"Smrke, D",0,1
9310,"Smokey Thomas, W",0,1
9308,"Smith, S",0,2
10563,"Wache, S",0,2
10566,"Wada, H",0,1
10713,"Wernicke, K",0,1
9699,"Sy, M",0,1
10565,"Wacker, J",0,1
9303,"Smith, D",0,1
9299,"Smiley, A",0,1
10718,"Westphal, S",0,1
9320,"Soares, M",0,1
10710,"Wermundsen Mork, E",0,1
9321,"Soares, S",0,1
9322,"Sobotta, V",0,2
9342,"Soleiman, J",0,1
9690,"Svoljsak, J",0,1
10705,"Wentzer, H",0,1
9338,"Sokol, R",0,1
10706,"Wenzel, K",0,1
9334,"Soininen, H",0,1
9694,"Sweeney, E",0,1
9332,"Soika, K",0,1
9330,"Sohn, H",0,1
9329,"Soh, S",0,1
9328,"Soguero-Ruiz, C",0,1
9695,"Swertz, M",0,1
9326,"Sofianou, A",0,1
9324,"Sodhro, A",0,1
9323,"Sochorová, A",0,1
10564,"Wack, M",0,1
9297,"Smets, E",0,1
9688,"Svedberg, P",0,3
9263,"Sjödin, J",0,1
9274,"Skilogiannis, V",0,1
9271,"Skeidsvoll Solvang, Ø",0,1
9270,"Skauli, K",0,1
9712,"Szabó, T",0,1
9266,"Skapinakis, P",0,1
9713,"Szakolczai, K",0,1
10732,"Wiedemann, T",0,2
9714,"Szathmáry, V",0,2
9296,"Smers, S",0,1
9715,"Szewczyk, J",0,1
10733,"Wiegerinck, W",0,1
9262,"Sié, A",0,1
10735,"Wienands, L",0,1
9261,"Six, P",0,1
10559,"Végsö, B",0,1
9717,"Szilas, N",0,1
10560,"Völzke, H",0,1
9711,"Szabó, J",0,1
9277,"Skolt, K",0,1
9278,"Skorve, E",0,2
9295,"Smed, J",0,1
10722,"Whatelet, M",0,1
9706,"Sykoutris, A",0,1
10723,"White, B",0,2
9290,"Sloep, M",0,2
9288,"Sletvold Øistad, B",0,1
9287,"Sleduk, D",0,1
9286,"Slavec, S",0,2
9707,"Sylla, B",0,1
10562,WARIFA Consortium,0,1
10725,"White, S",0,1
10727,"Whiteside, S",0,1
9281,"Skouteris, H",0,1
9280,"Skouteli, C",0,1
9279,"Skourlas, C",0,2
9343,"Solem, I",0,1
9687,"Svedberg, H",0,1
9420,"Spiegel, V",0,2
9390,"Souf, N",0,1
9400,"Sowe, S",0,1
9398,"Souza, J",0,2
9397,"Souza, H",0,1
9395,"Southgate, L",0,1
9658,"Sung, M",0,2
9392,"Soula, J",0,2
9659,"Sung, S",0,5
10685,"Weith, T",0,1
9664,"Suominen, T",0,1
9389,"Souf, A",0,1
10686,"Weitzman, S",0,1
9387,"Sottile, P",0,3
10583,"Waldren, S",0,1
9662,"Suomi, R",0,1
9383,"Sorsavanh, T",0,1
9382,"Soroka, S",0,1
9401,"Soyer, H",0,1
10585,"Waligora, T",0,1
10586,"Walisser, S",0,1
9403,"Spadaro, S",0,1
10671,"Weimann, T",0,2
9419,"Spiegel, S",0,1
9418,"Spiegel, H",0,1
10588,"Wallard, L",0,1
9416,"Spicher, N",0,4
10672,"Weinbacher, A",0,1
9415,"Sphiris, N",0,1
9412,"Speranza, M",0,2
9410,"Spencer, C",0,1
9409,"Spechbach, H",0,4
10677,"Weires, T",0,1
10678,"Weisburd, B",0,1
9654,"Sundermann, M",0,1
9405,"Spanjers, R",0,2
10679,"Weishaupt, J",0,1
9381,"Sormunen, M",0,1
9665,"Surakka, V",0,2
10703,"Wenning, O",0,1
9351,"Solomou, T",0,1
9359,"Somda, S",0,1
9358,"Somda, M",0,1
9357,"Som-Ard, J",0,1
9356,"Som-Ad, J",0,1
10699,"Wengel, S",0,1
10575,"Waibel, A",0,1
9352,"Soltanian-Zadeh, H",0,1
10573,"Wahler, N",0,1
9666,"Surjan, G",0,2
10700,"Wengenmayr, C",0,1
10701,"Wengler, B",0,1
9348,"Solomon, B",0,1
9347,"Solić, K",0,1
9684,"Svandova, K",0,1
9346,"Soliman, A",0,4
10702,"Wennberg, M",0,1
10577,"Wako, F",0,2
9360,"Somers, J",0,1
10695,"Welzer, T",0,1
9361,"Somfai, G",0,1
9378,"Soone, H",0,1
9377,"Soo, E",0,1
9375,"Sonoda, T",0,1
9374,"Sonicki, Z",0,6
9668,"Suselj, M",0,4
9373,"Sonicki, D",0,2
9670,"Sustersic, O",0,1
9369,"Song, J",0,1
9672,"Sutcliffe, A",0,1
9365,"Son, M",0,1
9364,"Somolinos, R",0,1
9674,"Suwanlee, S",0,2
9676,"Suyanto, A",0,1
10691,"Wellmann, I",0,1
10692,"Welte, S",0,1
10841,"Wulff, A",0,2
8917,"Schumacher, D",0,1
10082,"Triki, N",0,1
10989,"Zaidi, S",0,1
8487,"Rotegård, A",0,1
10435,"Veyer, D",0,1
10988,"Zaharie, D",0,1
8485,"Rosík, V",0,1
8484,"Roszeitis, A",0,1
8483,"Rostam Niakan Kalhori, S",0,3
8481,"Rossimori, A",0,1
8479,"Rossier, P",0,1
10987,"Zaharia, C",0,1
8478,"Rossi-Mori, A",0,1
10002,"Tomecková, M",0,2
10003,"Tomlin, C",0,1
8474,"Rosset, P",0,2
8472,"Rossander, A",0,1
8469,"Rosický, P",0,1
8467,"Rosenlund, M",0,1
8488,"Roth, H",0,1
10986,"Zagorodnova, A",0,1
9843,"Temkin, A",0,1
10436,"Vgenopoulou, S",0,1
8507,"Roy, M",0,1
8505,"Rovani, M",0,1
10437,"Viana, J",0,2
9992,"Tole, O",0,1
8503,"Roussos, C",0,1
8502,"Rousselot-Pailly, B",0,1
9993,"Toledano, G",0,1
8498,"Roumier, J",0,1
8490,"Rothermel, M",0,1
8497,"Roumen, C",0,1
10985,"Zagkavieros, G",0,1
8493,"Rotonen, M",0,1
9996,"Toma, I",0,1
8492,"Rothstein, P",0,1
9998,"Tomasoni, M",0,2
8491,"Rothlauf, F",0,2
10991,"Zakashansky, E",0,1
8462,"Rosen-Zvi, M",0,1
8461,"Rose-Davis, B",0,1
10017,"Toppila, E",0,2
11000,"Zamfirescu, C",0,1
8441,"Ronningen, E",0,1
8440,"Roncoroni, L",0,1
8436,"Romanopoulou, E",0,1
11003,"Zanaboni, P",0,2
10016,"Topolnik, M",0,1
10432,"Veugen, J",0,1
8430,"Roloff, M",0,1
10992,"Zakavi, S",0,1
10018,"Toprak, M",0,1
8429,"Roller, R",0,1
11005,"Zanettin, D",0,1
11006,"Zanier, L",0,1
11007,"Zanni-Merk, C",0,1
10430,"Vettoretti, M",0,1
10021,"Torlontano, F",0,1
10012,"Topac, V",0,3
8444,"Ronzhin, L",0,2
10011,"Tooulias, A",0,1
8445,"Roode, J",0,1
8458,"Rose, E",0,1
8457,"Rosburg, T",0,1
8454,"Rosales, B",0,1
10006,"Tondini, C",0,1
10007,"Tong, C",0,2
10009,"Toontom, N",0,1
8453,"Rosa, F",0,1
8452,"Ropers, J",0,1
10994,"Zakharova, N",0,1
8451,"Roper, M",0,1
10995,"Zakiani, S",0,1
10010,"Toouli, G",0,1
8447,"Rooney, R",0,1
8446,"Rooksby, J",0,1
10996,"Zakreuskaya, A",0,1
8509,"Royo, R",0,1
8510,"Rozanes, N",0,1
10983,"Zafeiriadou, P",0,1
8558,"Ryan, D",0,1
10449,"Viera-Marques, P",0,1
8565,"Ráso, R",0,1
8564,"Rzepka, A",0,1
8562,"Ryliskyte, L",0,1
10448,"Vieira-Marques, P",0,2
8561,"Rye, K",0,1
10959,"Yu, P",0,1
8556,"Rwubaka, E",0,2
9970,"Tippayanate, N",0,1
8554,"Ruttkay-Nedecký, I",0,1
8552,"Russomano, T",0,1
8551,"Russo, P",0,2
10447,"Vieira, A",0,1
10965,"Yum, S",0,1
9968,"Tiosano, S",0,1
9969,"Tipani, D",0,1
9963,"Timmins, W",0,1
10450,"Vierkant, F",0,1
8569,"Röchner, P",0,1
10953,"Young, I",0,1
9955,"Tikkanen, T",0,1
8584,"Saab, J",0,1
8583,"Saab, A",0,2
9957,"Tilg, B",0,1
8581,SITA (Italian Society of Anti-Infective Therapy),0,1
10950,"You, H",0,1
8577,"Rødseth, E",0,1
9958,"Tilles-Tirkkonen, T",0,1
8575,"Röttgerd, R",0,1
8574,"Röning, J",0,1
8573,"Röll, N",0,1
10951,"You, M",0,1
8571,"Rögnvaldsson, T",0,1
10952,"Young Kang, S",0,1
8570,"Rödle, W",0,1
8547,"Russell, M",0,2
10445,"Vidal, A",0,1
8511,"Rozenblit, L",0,1
9984,"Tognetto Md, D",0,1
8522,"Rubio-López, I",0,1
8521,"Rubio-Escudero, C",0,1
10976,"Yıldırım, S",0,1
10977,"Zaanouar, M",0,1
10441,"Viceconti, M",0,2
8520,"Rubio, J",0,1
8519,"Rubio Ruiz, D",0,1
10439,"Viani, N",0,2
9973,"Tiwari, P",0,1
10979,"Zabulis, X",0,1
10980,"Zaccagnini, D",0,1
10981,"Zachariadou, M",0,1
9986,"Tohka, J",0,2
9987,"Toivanen, A",0,1
10982,"Zacharioudakis, G",0,1
8512,"Rozhyna, A",0,1
8524,"Rubrichi, S",0,2
9981,"Todorovski, L",0,3
8526,"Ruchholz, S",0,1
8527,"Rudel, D",0,1
8545,"Rusnok, P",0,1
10967,"Yurt, A",0,1
10968,"Yusof, M",0,3
8540,"Ruotsalainen, I",0,1
10970,"Yusuf, K",0,1
10971,"Yuwen, W",0,1
10972,"Yé, M",0,1
10973,"Yétongnon, K",0,1
8536,"Ruiz, R",0,1
9974,"To, S",0,1
8535,"Ruiz, A",0,1
8534,"Ruiz de Castaneda, R",0,1
10443,"Vicol, C",0,1
9975,"Tobak, T",0,1
8530,"Ruelland, A",0,1
10022,"Tormo Alcañiz, M",0,1
8427,"Roland, M",0,1
